,athlete_id,athlete_name,year,school_name,rushing_yards,rushing_attempts,Rnd,Pick,Tm,Pos,Age,St,CarAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,TD.1,Rec,Yds.2,TD.2,Solo,Int.1,Sk,College/Univ,year_drafted
325,549870,J.White,2014,Texas A&M,153.0,22.0,7.0,244.0,NYJ,WR,24.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,,,,West. Michigan,2012
311,503422,J.White,2011,Wisconsin,736.0,150.0,4.0,130.0,NWE,RB,22.0,0.0,27.0,27.0,71.0,0.0,0.0,0.0,0.0,0.0,239.0,960.0,8.0,292.0,2568.0,20.0,,,,Wisconsin,2014
328,554948,J.White,2014,Arkansas State,89.0,18.0,7.0,244.0,NYJ,WR,24.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,,,,West. Michigan,2012
329,554948,J.White,2014,Arkansas State,89.0,18.0,4.0,130.0,NWE,RB,22.0,0.0,27.0,27.0,71.0,0.0,0.0,0.0,0.0,0.0,239.0,960.0,8.0,292.0,2568.0,20.0,,,,Wisconsin,2014
324,549870,J.White,2014,Texas A&M,153.0,22.0,5.0,133.0,BUF,RB,23.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,20.0,72.0,0.0,1.0,-3.0,0.0,6.0,,,North Carolina,2011
323,516290,J.White,2012,Utah,1041.0,218.0,4.0,130.0,NWE,RB,22.0,0.0,27.0,27.0,71.0,0.0,0.0,0.0,0.0,0.0,239.0,960.0,8.0,292.0,2568.0,20.0,,,,Wisconsin,2014
322,516290,J.White,2012,Utah,1041.0,218.0,7.0,244.0,NYJ,WR,24.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,,,,West. Michigan,2012
321,516290,J.White,2012,Utah,1041.0,218.0,5.0,133.0,BUF,RB,23.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,20.0,72.0,0.0,1.0,-3.0,0.0,6.0,,,North Carolina,2011
320,516290,J.White,2011,Utah,1404.0,290.0,4.0,130.0,NWE,RB,22.0,0.0,27.0,27.0,71.0,0.0,0.0,0.0,0.0,0.0,239.0,960.0,8.0,292.0,2568.0,20.0,,,,Wisconsin,2014
319,516290,J.White,2011,Utah,1404.0,290.0,7.0,244.0,NYJ,WR,24.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,,,,West. Michigan,2012
293,480452,J.White,2011,Iowa,12.0,3.0,4.0,130.0,NWE,RB,22.0,0.0,27.0,27.0,71.0,0.0,0.0,0.0,0.0,0.0,239.0,960.0,8.0,292.0,2568.0,20.0,,,,Wisconsin,2014
292,480452,J.White,2011,Iowa,12.0,3.0,7.0,244.0,NYJ,WR,24.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,,,,West. Michigan,2012
291,480452,J.White,2011,Iowa,12.0,3.0,5.0,133.0,BUF,RB,23.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,20.0,72.0,0.0,1.0,-3.0,0.0,6.0,,,North Carolina,2011
290,480452,J.White,2010,Iowa,14.0,1.0,4.0,130.0,NWE,RB,22.0,0.0,27.0,27.0,71.0,0.0,0.0,0.0,0.0,0.0,239.0,960.0,8.0,292.0,2568.0,20.0,,,,Wisconsin,2014
289,480452,J.White,2010,Iowa,14.0,1.0,7.0,244.0,NYJ,WR,24.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,,,,West. Michigan,2012
288,480452,J.White,2010,Iowa,14.0,1.0,5.0,133.0,BUF,RB,23.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,20.0,72.0,0.0,1.0,-3.0,0.0,6.0,,,North Carolina,2011
287,183672,J.White,2010,North Carolina,749.0,138.0,4.0,130.0,NWE,RB,22.0,0.0,27.0,27.0,71.0,0.0,0.0,0.0,0.0,0.0,239.0,960.0,8.0,292.0,2568.0,20.0,,,,Wisconsin,2014
286,183672,J.White,2010,North Carolina,749.0,138.0,7.0,244.0,NYJ,WR,24.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,,,,West. Michigan,2012
285,183672,J.White,2010,North Carolina,749.0,138.0,5.0,133.0,BUF,RB,23.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,20.0,72.0,0.0,1.0,-3.0,0.0,6.0,,,North Carolina,2011
284,183672,J.White,2009,North Carolina,143.0,19.0,4.0,130.0,NWE,RB,22.0,0.0,27.0,27.0,71.0,0.0,0.0,0.0,0.0,0.0,239.0,960.0,8.0,292.0,2568.0,20.0,,,,Wisconsin,2014
283,183672,J.White,2009,North Carolina,143.0,19.0,7.0,244.0,NYJ,WR,24.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,,,,West. Michigan,2012
282,183672,J.White,2009,North Carolina,143.0,19.0,5.0,133.0,BUF,RB,23.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,20.0,72.0,0.0,1.0,-3.0,0.0,6.0,,,North Carolina,2011
294,480696,J.White,2010,Iowa State,13.0,6.0,5.0,133.0,BUF,RB,23.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,20.0,72.0,0.0,1.0,-3.0,0.0,6.0,,,North Carolina,2011
318,516290,J.White,2011,Utah,1404.0,290.0,5.0,133.0,BUF,RB,23.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,20.0,72.0,0.0,1.0,-3.0,0.0,6.0,,,North Carolina,2011
326,549870,J.White,2014,Texas A&M,153.0,22.0,4.0,130.0,NWE,RB,22.0,0.0,27.0,27.0,71.0,0.0,0.0,0.0,0.0,0.0,239.0,960.0,8.0,292.0,2568.0,20.0,,,,Wisconsin,2014
317,503422,J.White,2013,Wisconsin,1382.0,221.0,4.0,130.0,NWE,RB,22.0,0.0,27.0,27.0,71.0,0.0,0.0,0.0,0.0,0.0,239.0,960.0,8.0,292.0,2568.0,20.0,,,,Wisconsin,2014
316,503422,J.White,2013,Wisconsin,1382.0,221.0,7.0,244.0,NYJ,WR,24.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,,,,West. Michigan,2012
315,503422,J.White,2013,Wisconsin,1382.0,221.0,5.0,133.0,BUF,RB,23.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,20.0,72.0,0.0,1.0,-3.0,0.0,6.0,,,North Carolina,2011
314,503422,J.White,2012,Wisconsin,813.0,122.0,4.0,130.0,NWE,RB,22.0,0.0,27.0,27.0,71.0,0.0,0.0,0.0,0.0,0.0,239.0,960.0,8.0,292.0,2568.0,20.0,,,,Wisconsin,2014
313,503422,J.White,2012,Wisconsin,813.0,122.0,7.0,244.0,NYJ,WR,24.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,,,,West. Michigan,2012
312,503422,J.White,2012,Wisconsin,813.0,122.0,5.0,133.0,BUF,RB,23.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,20.0,72.0,0.0,1.0,-3.0,0.0,6.0,,,North Carolina,2011
310,503422,J.White,2011,Wisconsin,736.0,150.0,7.0,244.0,NYJ,WR,24.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,,,,West. Michigan,2012
327,554948,J.White,2014,Arkansas State,89.0,18.0,5.0,133.0,BUF,RB,23.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,20.0,72.0,0.0,1.0,-3.0,0.0,6.0,,,North Carolina,2011
306,503422,J.White,2010,Wisconsin,1029.0,148.0,5.0,133.0,BUF,RB,23.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,20.0,72.0,0.0,1.0,-3.0,0.0,6.0,,,North Carolina,2011
204,3128686,J.Williams,2014,Arkansas,69.0,15.0,7.0,228.0,STL,LB,22.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,S.F. Austin,2011
167,486474,J.Williams,2012,Furman,87.0,19.0,6.0,202.0,NYG,LB,23.0,1.0,13.0,13.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,,2.0,South Florida,2011
168,486474,J.Williams,2012,Furman,87.0,19.0,7.0,228.0,STL,LB,22.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,S.F. Austin,2011
169,486474,J.Williams,2012,Furman,87.0,19.0,5.0,137.0,SEA,DT,22.0,0.0,,,,,,,,,,,,,,,,,,Alabama,2013
170,519442,J.Williams,2011,Eastern Kentucky,19.0,14.0,6.0,202.0,NYG,LB,23.0,1.0,13.0,13.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,,2.0,South Florida,2011
171,519442,J.Williams,2011,Eastern Kentucky,19.0,14.0,7.0,228.0,STL,LB,22.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,S.F. Austin,2011
172,519442,J.Williams,2011,Eastern Kentucky,19.0,14.0,5.0,137.0,SEA,DT,22.0,0.0,,,,,,,,,,,,,,,,,,Alabama,2013
173,530345,J.Williams,2013,Wake Forest,13.0,2.0,6.0,202.0,NYG,LB,23.0,1.0,13.0,13.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,,2.0,South Florida,2011
166,486474,J.Williams,2011,Furman,133.0,19.0,5.0,137.0,SEA,DT,22.0,0.0,,,,,,,,,,,,,,,,,,Alabama,2013
174,530345,J.Williams,2013,Wake Forest,13.0,2.0,7.0,228.0,STL,LB,22.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,S.F. Austin,2011
176,535893,J.Williams,2012,Arkansas,231.0,45.0,6.0,202.0,NYG,LB,23.0,1.0,13.0,13.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,,2.0,South Florida,2011
177,535893,J.Williams,2012,Arkansas,231.0,45.0,7.0,228.0,STL,LB,22.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,S.F. Austin,2011
